author,year,category,sub_category_I,sub_category_II,task,sub_task,title,journal,ml_type,neuralNetwork_type,neuralNetwork_name,hiddenLayers,training_process,inputs,outputs,data_domain,data_type,data_size,performance_metrice,performance_score,baseline,notes
vandenEnde,2021,Data Processing Automation,Passive Seismology,Seismic Image Processing,['Seismic Denoising'],DAS,A Self-Supervised Deep Learning Approach for Blind Denoising and Waveform Coherence Enhancement in Distributed Acoustic Sensing data,arXive,['ANN'],['CNN'],['U-Net'],"[8, 16, 32, 64, 32, 16, 8, 4]","['Unsupervised_Learning', 'Self-Supervised_Learning']",[],[],[],['field'],[],"['SNR', 'SSIM']",[],"['SVD', 'DnCNN']","  * DAS * incoherent noise *  propose a Deep Learning approach that leverages spatio-temporal coherence of the recorded DAS data to distinguish between incoherent signals (noise) and coherent signals (earthquakes) and remove spatially incoherent noise with unknown characteristics. This approach is entirely self-supervised, so no noise-free ground truth is required, and it makes no assumptions regarding the noise characteristics other than that it is spatio-temporally incoherent. "
Zhong,2021,Data Processing Automation,Passive Seismology,Seismic Image Processing,['Seismic Denoising'],DAS,RCEN: A Deep Deep-learninglearning-based Background Noise Suppression Method for DAS DAS-VSP Records,IEEE-GRSL,['ANN'],['CNN'],[],"['?', '?', '?', '?', '?', '?']",['Supervised_Learning'],[],[],[],[],[],['SNR'],[],[], *$* * DAS * 
Baardman,2020,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Seismic Deblending']", ,Machine learning approaches for use in deblending,The Leading Edge,['ANN'],"['CNN', 'FC']",[],"['?', '?', '?']",['Supervised_Learning'],[],[],['time'],[],[],[],[],[], - discuss a supervised machine learning method that can detect the presence and location of blending noise and suppress this kind of noise in seismic gathers. hands-of implementation and their ability to learn an efficient deblending algorithm directly from data. 
Sun,2020,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Seismic Deblending']", ,A convolutional neural network approach to deblending seismic data,Geophysics,['ANN'],['CNN'],[],"[64, 64, 64, 64, 64, 32, 32, 2]",['Supervised_Learning'],['2d seismic data'],['2D siesmic data'],['time'],['semi-synthetic'],[20000],[],[],"['f-x', 'projective filtering']", @@  -  The blended data are sorted from the common-source to the common-channel domain to transform the character of the blending noise from coherent events to incoherent contributions. A convolutional neural network is designed according to the special characteristics of seismic data 
Zu,2020,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Seismic Deblending']", ,Iterative deblending for simultaneous source data using the deep neural network,Geophysics,['ANN'],['CNN'],[],[],['Supervised_Learning'],[],[],['time'],['synthetic'],[7220],[],[],[], * implement a deep neural network to separate blended data iteratively. The designed architecture includes two parts. The first part is a convolutional network to extract local fea tures. The second part is a deconvolutional network to construct the deblended data using the features extracted from the convolutional network. 
Wang,2021,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Seismic Deblending']", ,Intelligent deblending of seismic data based on U-net and Transfer_Learning,IEEE-TGRS,['ANN'],['CNN'],['U-Net'],"[32, 32, 64, 64, 128, 128, 64, 64, 32]","['Supervised_Learning', 'Transfer_Learning']",['seismic image'],['seismic image'],['time'],['field'],[],[],[],[], @@  * deblending 
Calderón‐Macías,1997,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Multiple Correction', 'Seismic Deconvolution']",,"Hopfield neural networks, and mean field annealing for seismic deconvolution and multiple attenuation",Geophysics,['ANN'],['RNN'],[],['?'],['Supervised_Learning'],[],[],[],['synthetic'],[],[],[],[],Seismic deconvolution and surface related multiple attenuation
Essenreiter,1998,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Multiple Correction']", ,Multiple reflection attenuation in seismic data using backpropagation,IEEE Transactions on Signal Processing,['ANN'],['FC'],[],[60],['Supervised_Learning'],['seismic trace with multiples'],['seismic trace with only primary reflections'],[],['synthetic'],[200],[],[],[],"  * the application of an artificial neural network on seismic deconvolution with emphasis on multiple elimination. neural network does not depend on such restricting assumptions concerning the underlying model as, for example, the Wiener filter, and it has the potential to be successful in cases where other methods fail."
Li,2020,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Multiple Correction']", ,Feature extraction based on the convolutional neural network for adaptive multiple subtraction,Marine Geophysical Research,['ANN'],['CNN'],[],"['?', '?', '?', '?']",['Supervised_Learning'],['gather of the predicted multiples'],['gather of the original data'],['time'],['synthetic'],[2241],['qualitative based on F-K amplitude spectrum'],[],[], @@ * propose to use multi feature-gathers of the predicted multiples for adaptive multiple subtraction. The feature of the predicted multiples is extracted by the convolutional neural network with the predicted multiples as the input and the original data as the output.
Li,2021,Data Processing Automation,Active Seismology,Seismic Image Processing,"['Seismic Denoising', 'Multiple Correction']", ,Adaptive Subtraction Based on U-net for Removing Seismic Multiples,IEEE-TGRS,['ANN'],['CNN'],['U-Net'],"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",['Supervised_Learning'],['waveform'],['waveform'],['time'],['field'],[],[],[],[]," @@ * end-to-end * In oil seismic exploration seismic multiple removal is crucial for imaging underground structures with primaries. For the multiple removal method with prediction and subtraction steps, adaptive subtraction needs to be conducted to remove the complex differences between the true and predicted multiples. Generally, the traditional method of adaptive subtraction is expressed as a linear regression (LR) problem. In this paper we introduce U-net, which is a commonly-used tool of deep learning, to represent the complex differences between the true and predicted multiples in a non-linear way. Therefore, adaptive subtraction is expressed as a non-linear regression problem. The predicted multiples and original data are used as the input and labels to train U-net. Furthermore, multi 2D data windows of the original data and predicted multiples can be fed into U-net simultaneously to avoid overfitting to primaries."
Sacramento,2019,Data Processing Automation,Active Seismology,Seismic Monitoring,['Seismic Denoising'], ,Acoustic Impedance Deblurring With a Deep Convolution Neural Network,IEEE-GRSL,['ANN'],"['CNN', 'FC']",[],"[200, 100, 500, 200]",['Supervised_Learning'],[],[],['time'],[],[10000],[],[],[]," - apply a supervised machine learning approach as a postinversion processing to recover the high Frequency components not captured with the inversion method. we perform maximum-a-posteriori (MAP) inversion that commonly generates a band-limited acoustic impedance model. Then,the pairs of inverted blurry and latent images are normalized and presented to the network as the input and the target, respectively. "
Strecker,2002,Exploratory Data Analysis,Active Seismology,Subsurface Characterization,['Pattern Recognition'],,Data mining of 3D poststack seismic attribute volumes using Kohonen self-organizing maps,The Leading Edge,['ANN'],['SOM'],[],['?'],['Unsupervised_Learning'],['3D features'],[],['feature'],[],[],[],[],[]," - C96 - use an unsupervised approach where the neural network is free to search, to recognize, and to classify structural patterns in an n-dimensional vector field spanning the entire 3D input seismic attribute data set. Within the data set, each data sample is defined by a unique combination of physical, geometric, and hybrid attributes and is treated as an n-dimensional vector"
Bauer,2008,Exploratory Data Analysis,Active Seismology,Subsurface Characterization,['Pattern Recognition'],,Neural network analysis of crosshole tomographic images: The seismic signature of gas hydrate bearing sediments in the Mackenzie Delta (NW Canada),GRL,['ANN'],['SOM'],[],['?'],['Unsupervised_Learning'],['features'],[],[],[],[],[],[],[],  - C24 - The coincident tomographic images are translated to a set of data vectors in order to train a Kohonen layer. The total gradient of the model vectors is determined for the trained SOM and a watershed segmentation algorithm is used to visualize and map the lithological clusters with well-defined seismic signatures.
Köhler,2009,Exploratory Data Analysis,Active Seismology,Subsurface Characterization,['Pattern Recognition'],,Unsupervised feature selection and general pattern discovery using Self-Organizing Maps for gaining insights into the nature of seismic wavefields,Computers & Geosciences,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],[],[],[],[],[],[],[],[],"an unsupervised feature selection and learning approach based on Self-Organizing Mapping (SOMs) neural network was used for the discovery and intuitive imaging of significant temporal patterns in seismic single-station or network recordings. This allows for a data-driven discovery, imaging and interpretation of temporal patterns in seismic array recordings, which is in particular suitable for high-dimensional data sets. "
Bauer,2015,Exploratory Data Analysis,Active Seismology,Subsurface Characterization,['Pattern Recognition'],,A new interpretation of seismic tomography in the southern Dead Sea basin using neural network clustering techniques,GRL,['ANN'],['SOM'],[],['?'],['Unsupervised_Learning'],[],[],[],[],[],[],[],[],"We analyzed tomographic models of Vp, Vs, and Vp/Vs using self-organizing map clustering techniques. The method allows us to identify major lithologies by their petrophysical signatures. Remapping the clusters into the subsurface reveals the distribution of basin sediments, prebasin sedimentary rocks, and crystalline basement. "
Unglert,2017,Exploratory Data Analysis,Active Seismology,Subsurface Characterization,['Pattern Recognition'],,Feasibility study of spectral pattern recognition reveals distinct classes of volcanic tremor,Journal of Volcanology and Geothermal Research,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],[],[],[],[],[],[],[],[],"Systematic investigations of the similarities and differences among volcanic tremor at a range of volcano types may hold crucial information about the plausibility of inferred source mechanisms, which, in turn, may be important for eruption forecasting.  We estimate spectral content over 5-minute tremor windows, and apply a novel combination of Principal Component Analysis (PCA) and hierarchical clustering to identify patterns in the tremor spectra. These observations suggest generic relationships between the spectral character of the observed signals and volcano characteristics such as magma viscosity, storage depths, and the physical properties of volcanic edifices."
Seydoux,2020,Exploratory Data Analysis,Passive Seismology,Seismic Monitoring,['Pattern Recognition'],,Clustering earthquake signals and background noises in continuous seismic data with unsupervised deep learning,Nature Communication,['ANN'],['CNN'],[],"['?', '?', '?']",['Unsupervised_Learning'],['waveform'],[],['time'],['field'],[],[],[],[]," @@ - developed an unsupervised framework by combining a deep neural network and a Gaussian mixture model to identify patterns in continuous seismic recording through segment clustering. In this approach, automatic feature learning and clustering is performed using a deep scattering network. The authors used the method to uncover the repeating precursory seismicity  preceding  a landslide triggering in Greenland."
Snover,2020,Exploratory Data Analysis,Passive Seismology,Seismic Monitoring,['Pattern Recognition'],,"Deep Clustering to Identify Sources of Urban Seismic Noise in Long Beach, California",SRL,['ANN'],"['CNN', 'FC']",['Autoencoder'],"[8, 16, 32, 64, 896, 14, 32, 16, 8]",['Unsupervised_Learning'],['STFT'],['5 clusters'],['time-frequency'],['field'],[],[],[],[]," @@  - We examine spectrograms of urban cultural noise from a spatially dense seismic array located in Long Beach, California. The spectral features of the waveforms are used to develop a self-supervised clustering model for differentiating cultural noise into separable types of signals"
Duan,2021,Exploratory Data Analysis,Passive Seismology,Seismic Monitoring,['Pattern Recognition'],,Classification of clustered microseismic events in a coal mine using machine learning,Journal of Rock Mechanics and Geotechnical Engineering,['ANN'],"['CNN', 'FC']",[],"[8, 16]",['Unsupervised_Learning'],[],[],[],['field'],[],[],[],[], *$* 
Barkaoui,2021,Exploratory Data Analysis,Passive Seismology,Seismic Monitoring,['Pattern Recognition'],,Anatomy of Continuous Mars SEIS and Pressure Data from Unsupervised Learning,BSSA,['ANN'],['CNN'],[],"['?', '?', '?']",['Unsupervised_Learning'],['waveform'],[],['time'],['field'],[],[],[],[], *$* the successful detection and clustering of these microevents as well as better determination of daily cycles associated with changes in the intensity and color of the background noise.
